buffer size, load %, latency ns
20, 10, 37413
20, 10, 38247
20, 10, 37571
20, 10, 38325
20, 10, 37810
20, 10, 38205
20, 10, 36577
20, 10, 36696
20, 10, 36449
20, 10, 36706
20, 10, 36725
20, 10, 36037
20, 10, 36114
20, 10, 36097
20, 10, 35949
20, 10, 36408
20, 10, 37480
20, 10, 37652
20, 10, 37690
20, 10, 38085
20, 10, 38912
20, 10, 38369
20, 10, 38515
20, 10, 38714
20, 10, 38967
20, 10, 39850
20, 10, 38669
20, 10, 38164
20, 10, 37807
20, 10, 38743
20, 10, 36727
20, 10, 37679
20, 10, 37371
20, 10, 37468
20, 10, 37397
20, 10, 37742
20, 10, 42886
20, 10, 43092
20, 10, 40363
20, 10, 39805
20, 10, 39528
20, 10, 39107
20, 10, 38616
20, 10, 38248
20, 10, 37930
20, 10, 37446
20, 10, 39901
20, 10, 38740
20, 10, 39190
20, 10, 39395
20, 10, 39226
20, 10, 39039
20, 10, 37848
20, 10, 38867
20, 10, 38582
20, 10, 38115
20, 10, 38011
20, 10, 38182
20, 10, 37299
20, 10, 37684
20, 10, 37583
20, 10, 37091
20, 10, 37548
20, 10, 37273
20, 10, 37226
20, 10, 37907
20, 10, 37033
20, 10, 37343
20, 10, 37490
20, 10, 37360
20, 10, 37639
20, 10, 37610
20, 10, 37523
20, 10, 37923
20, 10, 38365
20, 10, 38492
20, 10, 38761
20, 10, 38502
20, 10, 38496
20, 10, 39417
20, 10, 39565
20, 10, 39571
20, 10, 39158
20, 10, 38883
20, 10, 38925
20, 10, 38859
20, 10, 38639
20, 10, 39389
20, 10, 39100
20, 10, 38717
20, 10, 38715
20, 10, 38433
20, 10, 38881
20, 10, 38575
20, 10, 38875
20, 10, 38898
20, 10, 40003
20, 10, 40576
20, 10, 40084
20, 10, 40765
20, 10, 40698
20, 10, 40955
20, 10, 40911
20, 10, 40689
20, 10, 41308
20, 10, 40670
20, 10, 89363
20, 10, 83474
20, 10, 84415
20, 10, 79752
20, 10, 75605
20, 10, 79740
20, 10, 67648
20, 10, 72203
20, 10, 83259
20, 10, 88902
20, 10, 37783
20, 10, 37679
20, 10, 37859
20, 10, 37706
20, 10, 38500
20, 10, 38314
20, 10, 38481
20, 10, 38762
20, 10, 38350
20, 10, 38231
20, 10, 38834
20, 10, 53865
20, 10, 39035
20, 10, 39702
20, 10, 39202
20, 10, 40420
20, 10, 40391
20, 10, 47411
20, 10, 51956
20, 10, 53681
20, 10, 39277
20, 10, 40440
20, 10, 40028
20, 10, 40281
20, 10, 41362
20, 10, 40418
20, 10, 39972
20, 10, 40751
20, 10, 40551
20, 10, 40700
20, 10, 36882
20, 10, 36802
20, 10, 37188
20, 10, 37057
20, 10, 37679
20, 10, 81634
20, 10, 99291
20, 10, 98376
20, 10, 80381
20, 10, 103067
20, 10, 39664
20, 10, 38986
20, 10, 38551
20, 10, 38960
20, 10, 39010
20, 10, 38287
20, 10, 38713
20, 10, 38585
20, 10, 38653
20, 10, 38390
20, 10, 37804
20, 10, 37906
20, 10, 38697
20, 10, 38684
20, 10, 38867
20, 10, 38217
20, 10, 38414
20, 10, 38388
20, 10, 38209
20, 10, 37720
20, 10, 38949
20, 10, 39152
20, 10, 38920
20, 10, 38532
20, 10, 39062
20, 10, 38460
20, 10, 37685
20, 10, 37846
20, 10, 37909
20, 10, 37608
20, 10, 37358
20, 10, 37287
20, 10, 37694
20, 10, 38126
20, 10, 38589
20, 10, 37765
20, 10, 38250
20, 10, 38484
20, 10, 38346
20, 10, 37137
20, 10, 37499
20, 10, 38750
20, 10, 37845
20, 10, 38254
20, 10, 38985
20, 10, 38725
20, 10, 38663
20, 10, 38938
20, 10, 38076
20, 10, 62102
20, 10, 37746
20, 10, 37867
20, 10, 38198
20, 10, 38203
20, 10, 37817
20, 10, 38050
20, 10, 39221
20, 10, 38743
20, 10, 38660
20, 10, 39290
20, 10, 49646
20, 10, 50485
20, 10, 50602
20, 10, 47080
20, 10, 46674
20, 10, 47632
20, 10, 48498
20, 10, 50078
20, 10, 49168
20, 10, 49305
20, 10, 37680
20, 10, 38096
20, 10, 37746
20, 10, 37295
20, 10, 37720
20, 10, 41062
20, 10, 40697
20, 10, 40893
20, 10, 41884
20, 10, 41313
20, 10, 37053
20, 10, 36720
20, 10, 36850
20, 10, 37353
20, 10, 37966
20, 10, 37173
20, 10, 36808
20, 10, 37176
20, 10, 37286
20, 10, 37138
20, 10, 37278
20, 10, 37218
20, 10, 37764
20, 10, 37531
20, 10, 38252
20, 10, 38443
20, 10, 38165
20, 10, 38345
20, 10, 37236
20, 10, 37301
20, 10, 39242
20, 10, 37058
20, 10, 37397
20, 10, 37686
20, 10, 37445
20, 10, 37587
20, 10, 38557
20, 10, 38122
20, 10, 38571
20, 10, 38562
20, 10, 38357
20, 10, 38280
20, 10, 38941
20, 10, 38738
20, 10, 39101
20, 10, 38725
20, 10, 38572
20, 10, 38059
20, 10, 38135
20, 10, 38637
20, 10, 38481
20, 10, 38285
20, 10, 38364
20, 10, 38466
20, 10, 37956
20, 10, 37598
20, 10, 38085
20, 10, 38676
20, 10, 38345
20, 10, 39038
20, 10, 39875
20, 10, 39280
20, 10, 39617
20, 10, 39378
20, 10, 39438
20, 10, 39754
20, 10, 39150
20, 10, 38882
20, 10, 38865
20, 10, 38757
20, 10, 40559
20, 10, 48107
20, 10, 39764
20, 10, 40509
20, 10, 42051
20, 10, 43202
20, 10, 43075
20, 10, 44233
20, 10, 47593
20, 10, 47895
20, 10, 37693
20, 10, 37732
20, 10, 38220
20, 10, 38558
20, 10, 38755
20, 10, 39068
20, 10, 38964
20, 10, 37440
20, 10, 37754
20, 10, 37993
20, 10, 38368
20, 10, 38063
20, 10, 37586
20, 10, 37867
20, 10, 37966
20, 10, 37166
20, 10, 37480
20, 10, 37200
20, 10, 37403
20, 10, 36804
20, 10, 35936
20, 10, 36327
20, 10, 35762
20, 10, 36094
20, 10, 36252
20, 10, 36999
20, 10, 36674
20, 10, 37058
20, 10, 37222
20, 10, 37491
20, 10, 36089
20, 10, 36944
20, 10, 36540
20, 10, 36744
20, 10, 37257
20, 10, 37225
20, 10, 36690
20, 10, 37145
20, 10, 36119
20, 10, 36437
20, 10, 37279
20, 10, 37504
20, 10, 37123
20, 10, 37290
20, 10, 37518
20, 10, 37777
20, 10, 37158
20, 10, 38115
20, 10, 38333
20, 10, 37570
20, 10, 37446
20, 10, 37559
20, 10, 37974
20, 10, 38678
20, 10, 38555
20, 10, 38969
20, 10, 38261
20, 10, 38140
20, 10, 37720
20, 10, 37563
20, 10, 37277
20, 10, 36608
20, 10, 37091
20, 10, 36450
20, 10, 36894
20, 10, 37018
20, 10, 36891
20, 10, 37077
20, 10, 37308
20, 10, 36863
20, 10, 70150
20, 10, 69659
20, 10, 68836
20, 10, 69765
20, 10, 50349
20, 10, 49720
20, 10, 50029
20, 10, 49292
20, 10, 56553
20, 10, 56210
20, 10, 40296
20, 10, 39553
20, 10, 40791
20, 10, 40691
20, 10, 40395
20, 10, 42216
20, 10, 41875
20, 10, 42288
20, 10, 42108
20, 10, 39719
20, 10, 38109
20, 10, 37865
20, 10, 37942
20, 10, 38710
20, 10, 38441
20, 10, 38158
20, 10, 37656
20, 10, 37615
20, 10, 38602
20, 10, 38190
20, 10, 38263
20, 10, 37885
20, 10, 38003
20, 10, 37697
20, 10, 38101
20, 10, 37872
20, 10, 38218
20, 10, 37721
20, 10, 38098
20, 10, 38526
20, 10, 37841
20, 10, 38281
20, 10, 37228
20, 10, 37658
20, 10, 37973
20, 10, 37767
20, 10, 37595
20, 10, 37847
20, 10, 38998
20, 10, 38950
20, 10, 37313
20, 10, 37327
20, 10, 38957
20, 10, 39124
20, 10, 38941
20, 10, 37946
20, 10, 38797
20, 10, 38840
20, 10, 37837
20, 10, 37689
20, 10, 36433
20, 10, 36230
20, 10, 36357
20, 10, 36739
20, 10, 36170
20, 10, 36302
20, 10, 36064
20, 10, 36087
20, 10, 36017
20, 10, 36948
20, 10, 38461
20, 10, 38500
20, 10, 38549
20, 10, 38507
20, 10, 38777
20, 10, 38014
20, 10, 39167
20, 10, 39188
20, 10, 39857
20, 10, 37976
20, 10, 37313
20, 10, 37384
20, 10, 37584
20, 10, 38059
20, 10, 37929
20, 10, 38325
20, 10, 37196
20, 10, 37263
20, 10, 37016
20, 10, 36867
20, 10, 36335
20, 10, 36452
20, 10, 36859
20, 10, 37446
20, 10, 36626
20, 10, 36989
20, 10, 36586
20, 10, 37220
20, 10, 37222
20, 10, 36471
20, 10, 38043
20, 10, 37688
20, 10, 38164
20, 10, 37858
20, 10, 38424
20, 10, 38086
20, 10, 37200
20, 10, 37474
20, 10, 37814
20, 10, 38215
20, 10, 39670
20, 10, 39901
20, 10, 37971
20, 10, 37815
20, 10, 37518
20, 10, 36415
20, 10, 39288
20, 10, 39263
20, 10, 39215
20, 10, 39047
20, 10, 39165
20, 10, 39055
20, 10, 38036
20, 10, 38014
20, 10, 39374
20, 10, 40984
20, 10, 40643
20, 10, 40040
20, 10, 39530
20, 10, 38336
20, 10, 39990
20, 10, 38172
20, 10, 39132
20, 10, 38668
20, 10, 39417
20, 10, 39165
20, 10, 38725
20, 10, 38560
20, 10, 38083
20, 10, 38271
20, 10, 39628
20, 10, 39443
20, 10, 39579
20, 10, 39784
20, 10, 39821
20, 10, 40288
20, 10, 39761
20, 10, 38345
20, 10, 39328
20, 10, 40291
20, 10, 40642
20, 10, 41241
20, 10, 60322
20, 10, 40993
20, 10, 41038
20, 10, 39426
20, 10, 41969
20, 10, 41860
20, 10, 42206
20, 10, 41572
20, 10, 41661
20, 10, 41305
20, 10, 40744
20, 10, 41080
20, 10, 41455
20, 10, 41731
20, 10, 41625
20, 10, 41096
20, 10, 41392
20, 10, 41191
20, 10, 41438
20, 10, 42268
20, 10, 42175
20, 10, 42927
20, 10, 45132
20, 10, 44510
20, 10, 45564
20, 10, 45692
20, 10, 50994
20, 10, 51922
20, 10, 37960
20, 10, 37553
20, 10, 37918
20, 10, 38091
20, 10, 37663
20, 10, 37760
20, 10, 38287
20, 10, 39189
20, 10, 66924
20, 10, 70992
20, 10, 37523
20, 10, 37551
20, 10, 37461
20, 10, 37292
20, 10, 38020
20, 10, 37322
20, 10, 37238
20, 10, 37907
20, 10, 37422
20, 10, 37549
20, 10, 39723
20, 10, 39768
20, 10, 40355
20, 10, 39423
20, 10, 39979
20, 10, 38574
20, 10, 38409
20, 10, 39542
20, 10, 39774
20, 10, 39807
20, 10, 38646
20, 10, 39061
20, 10, 38897
20, 10, 38118
20, 10, 38183
20, 10, 39248
20, 10, 39302
20, 10, 39976
20, 10, 39732
20, 10, 39027
20, 10, 38683
20, 10, 38316
20, 10, 38489
20, 10, 38702
20, 10, 39011
20, 10, 38473
20, 10, 38824
20, 10, 39007
20, 10, 38845
20, 10, 39225
20, 10, 37990
20, 10, 37967
20, 10, 38344
20, 10, 38323
20, 10, 37867
20, 10, 38185
20, 10, 38159
20, 10, 38370
20, 10, 38536
20, 10, 38329
20, 10, 37516
20, 10, 37280
20, 10, 37029
20, 10, 37525
20, 10, 38314
20, 10, 38225
20, 10, 37731
20, 10, 37923
20, 10, 38588
20, 10, 38281
20, 10, 37660
20, 10, 38101
20, 10, 38220
20, 10, 37915
20, 10, 37315
20, 10, 37633
20, 10, 37144
20, 10, 37604
20, 10, 37998
20, 10, 38005
20, 10, 37102
20, 10, 37064
20, 10, 36777
20, 10, 36687
20, 10, 37271
20, 10, 36648
20, 10, 36134
20, 10, 37139
20, 10, 37280
20, 10, 37375
20, 10, 38284
20, 10, 37600
20, 10, 37923
20, 10, 38271
20, 10, 38638
20, 10, 37905
20, 10, 37734
20, 10, 37866
20, 10, 37698
20, 10, 37980
20, 10, 38010
20, 10, 37436
20, 10, 39097
20, 10, 37085
20, 10, 37809
20, 10, 38319
20, 10, 37658
20, 10, 37680
20, 10, 38101
20, 10, 37916
20, 10, 36526
20, 10, 37088
20, 10, 36665
20, 10, 36974
20, 10, 36754
20, 10, 36613
20, 10, 36368
20, 10, 36711
20, 10, 36594
20, 10, 36810
20, 10, 39474
20, 10, 39678
20, 10, 39393
20, 10, 39007
20, 10, 39071
20, 10, 39491
20, 10, 40230
20, 10, 40602
20, 10, 41045
20, 10, 41229
20, 10, 40136
20, 10, 40276
20, 10, 40158
20, 10, 40066
20, 10, 40716
20, 10, 40110
20, 10, 39672
20, 10, 39623
20, 10, 39754
20, 10, 40778
20, 10, 39946
20, 10, 40336
20, 10, 40274
20, 10, 40698
20, 10, 40113
20, 10, 59945
20, 10, 40459
20, 10, 40210
20, 10, 40274
20, 10, 40882
20, 10, 39368
20, 10, 39936
20, 10, 40113
20, 10, 40347
20, 10, 40002
20, 10, 40206
20, 10, 39422
20, 10, 39883
20, 10, 39995
20, 10, 39448
20, 10, 36564
20, 10, 36187
20, 10, 36667
20, 10, 36985
20, 10, 37149
20, 10, 37454
20, 10, 36954
20, 10, 37015
20, 10, 37467
20, 10, 36885
20, 10, 37579
20, 10, 37581
20, 10, 37748
20, 10, 38292
20, 10, 38644
20, 10, 38624
20, 10, 38103
20, 10, 38165
20, 10, 38124
20, 10, 38430
20, 10, 36423
20, 10, 37364
20, 10, 37901
20, 10, 37881
20, 10, 38645
20, 10, 36034
20, 10, 36102
20, 10, 35999
20, 10, 36937
20, 10, 36931
20, 10, 37867
20, 10, 37750
20, 10, 37611
20, 10, 38261
20, 10, 38801
20, 10, 39142
20, 10, 38265
20, 10, 37672
20, 10, 38134
20, 10, 37814
20, 10, 36000
20, 10, 36327
20, 10, 36164
20, 10, 35799
20, 10, 35643
20, 10, 36177
20, 10, 36230
20, 10, 36147
20, 10, 36241
20, 10, 35956
20, 10, 38189
20, 10, 37902
20, 10, 37633
20, 10, 37698
20, 10, 37288
20, 10, 37855
20, 10, 37366
20, 10, 37459
20, 10, 37777
20, 10, 38252
20, 10, 41248
20, 10, 40987
20, 10, 41549
20, 10, 42265
20, 10, 41279
20, 10, 42495
20, 10, 42238
20, 10, 42558
20, 10, 43339
20, 10, 43080
20, 10, 39278
20, 10, 58473
20, 10, 58943
20, 10, 59786
20, 10, 40735
20, 10, 40389
20, 10, 66675
20, 10, 67052
20, 10, 67148
20, 10, 39448
20, 10, 37387
20, 10, 37653
20, 10, 37592
20, 10, 37793
20, 10, 37331
20, 10, 37725
20, 10, 37447
20, 10, 37664
20, 10, 37721
20, 10, 37325
20, 10, 38241
20, 10, 38220
20, 10, 38993
20, 10, 38077
20, 10, 37304
20, 10, 37395
20, 10, 37160
20, 10, 37604
20, 10, 37278
20, 10, 38130
20, 50, 677534
20, 50, 596162
20, 50, 643986
20, 50, 618229
20, 50, 611534
20, 50, 424919
20, 50, 678844
20, 50, 629202
20, 50, 684142
20, 50, 649476
20, 50, 347770
20, 50, 363462
20, 50, 336475
20, 50, 320356
20, 50, 301742
20, 50, 267240
20, 50, 291233
20, 50, 295820
20, 50, 296240
20, 50, 311287
20, 50, 295591
20, 50, 325162
20, 50, 353096
20, 50, 289375
20, 50, 348090
20, 50, 390433
20, 50, 354126
20, 50, 321241
20, 50, 294875
20, 50, 294366
20, 50, 344726
20, 50, 255537
20, 50, 251524
20, 50, 268640
20, 50, 314120
20, 50, 313989
20, 50, 273308
20, 50, 331994
20, 50, 319470
20, 50, 308458
20, 50, 290747
20, 50, 314670
20, 50, 311481
20, 50, 267339
20, 50, 266090
20, 50, 265879
20, 50, 271617
20, 50, 296336
20, 50, 324181
20, 50, 316351
20, 50, 351885
20, 50, 303104
20, 50, 352594
20, 50, 327164
20, 50, 324161
20, 50, 291609
20, 50, 270894
20, 50, 268074
20, 50, 306040
20, 50, 359288
20, 50, 301964
20, 50, 298493
20, 50, 299383
20, 50, 324750
20, 50, 328115
20, 50, 324909
20, 50, 342644
20, 50, 352682
20, 50, 345777
20, 50, 310933
20, 50, 272831
20, 50, 238099
20, 50, 253089
20, 50, 254910
20, 50, 254685
20, 50, 303185
20, 50, 292640
20, 50, 282163
20, 50, 274955
20, 50, 282351
20, 50, 279149
20, 50, 267087
20, 50, 244328
20, 50, 293082
20, 50, 313774
20, 50, 304454
20, 50, 268484
20, 50, 276902
20, 50, 330046
20, 50, 326495
20, 50, 267565
20, 50, 250052
20, 50, 231968
20, 50, 272139
20, 50, 272688
20, 50, 269879
20, 50, 265948
20, 50, 322335
20, 50, 305833
20, 50, 297000
20, 50, 223098
20, 50, 282041
20, 50, 297846
20, 50, 406808
20, 50, 335217
20, 50, 340007
20, 50, 333607
20, 50, 309056
20, 50, 284772
20, 50, 255491
20, 50, 206350
20, 50, 229001
20, 50, 222291
20, 50, 224168
20, 50, 219139
20, 50, 225084
20, 50, 256581
20, 50, 266859
20, 50, 235051
20, 50, 224968
20, 50, 275700
20, 50, 275214
20, 50, 275443
20, 50, 237748
20, 50, 236705
20, 50, 258673
20, 50, 197712
20, 50, 176517
20, 50, 229918
20, 50, 257176
20, 50, 128103
20, 50, 208789
20, 50, 121754
20, 50, 115333
20, 50, 114570
20, 50, 179331
20, 50, 117027
20, 50, 127832
20, 50, 233469
20, 50, 126832
20, 50, 203477
20, 50, 238682
20, 50, 256244
20, 50, 252391
20, 50, 242648
20, 50, 236242
20, 50, 242852
20, 50, 211927
20, 50, 199554
20, 50, 194563
20, 50, 246014
20, 50, 210592
20, 50, 219307
20, 50, 226830
20, 50, 224695
20, 50, 246395
20, 50, 206678
20, 50, 189125
20, 50, 245999
20, 50, 235658
20, 50, 253087
20, 50, 207285
20, 50, 205676
20, 50, 213656
20, 50, 233921
20, 50, 193302
20, 50, 195608
20, 50, 205184
20, 50, 207326
20, 50, 222525
20, 50, 246919
20, 50, 271866
20, 50, 270360
20, 50, 269736
20, 50, 275130
20, 50, 253318
20, 50, 283494
20, 50, 245515
20, 50, 207890
20, 50, 274079
20, 50, 248631
20, 50, 243799
20, 50, 182605
20, 50, 174132
20, 50, 214401
20, 50, 173133
20, 50, 223580
20, 50, 215068
20, 50, 187228
20, 50, 189458
20, 50, 271784
20, 50, 237499
20, 50, 245823
20, 50, 272241
20, 50, 252705
20, 50, 263910
20, 50, 281837
20, 50, 227423
20, 50, 237080
20, 50, 215712
20, 50, 169038
20, 50, 187798
20, 50, 179809
20, 50, 170164
20, 50, 177847
20, 50, 186595
20, 50, 214020
20, 50, 260177
20, 50, 232349
20, 50, 201201
20, 50, 223946
20, 50, 201378
20, 50, 182320
20, 50, 186986
20, 50, 205904
20, 50, 238578
20, 50, 232219
20, 50, 215491
20, 50, 249172
20, 50, 259896
20, 50, 118441
20, 50, 123229
20, 50, 101485
20, 50, 110458
20, 50, 132977
20, 50, 135652
20, 50, 141322
20, 50, 125743
20, 50, 116196
20, 50, 118364
20, 50, 87543
20, 50, 93054
20, 50, 91779
20, 50, 78167
20, 50, 97021
20, 50, 103677
20, 50, 97277
20, 50, 104880
20, 50, 106804
20, 50, 103732
20, 50, 69821
20, 50, 69904
20, 50, 79644
20, 50, 78726
20, 50, 69541
20, 50, 68239
20, 50, 67414
20, 50, 66134
20, 50, 84392
20, 50, 75261
20, 50, 125377
20, 50, 151527
20, 50, 89743
20, 50, 133594
20, 50, 133303
20, 50, 145529
20, 50, 124406
20, 50, 144305
20, 50, 100596
20, 50, 95802
20, 50, 211814
20, 50, 227444
20, 50, 211477
20, 50, 200381
20, 50, 241055
20, 50, 249807
20, 50, 251148
20, 50, 263168
20, 50, 272587
20, 50, 255152
20, 50, 220678
20, 50, 262928
20, 50, 260982
20, 50, 258680
20, 50, 236676
20, 50, 230091
20, 50, 253707
20, 50, 176789
20, 50, 261794
20, 50, 286117
20, 50, 218001
20, 50, 217311
20, 50, 230641
20, 50, 227520
20, 50, 203689
20, 50, 164791
20, 50, 164283
20, 50, 174904
20, 50, 202657
20, 50, 197382
20, 50, 220319
20, 50, 287827
20, 50, 272152
20, 50, 302596
20, 50, 299589
20, 50, 293041
20, 50, 308510
20, 50, 281544
20, 50, 278826
20, 50, 275943
20, 50, 176925
20, 50, 182093
20, 50, 171307
20, 50, 197651
20, 50, 237414
20, 50, 184339
20, 50, 214018
20, 50, 187467
20, 50, 185818
20, 50, 199322
20, 50, 239862
20, 50, 282852
20, 50, 220319
20, 50, 268497
20, 50, 280990
20, 50, 327189
20, 50, 198747
20, 50, 186188
20, 50, 192690
20, 50, 198585
20, 50, 175360
20, 50, 202598
20, 50, 185470
20, 50, 243448
20, 50, 276528
20, 50, 258482
20, 50, 209752
20, 50, 195547
20, 50, 137339
20, 50, 142050
20, 50, 229806
20, 50, 272449
20, 50, 224503
20, 50, 276748
20, 50, 351554
20, 50, 258693
20, 50, 236596
20, 50, 206757
20, 50, 258660
20, 50, 239542
20, 50, 319427
20, 50, 336696
20, 50, 326491
20, 50, 327779
20, 50, 364508
20, 50, 309977
20, 50, 321279
20, 50, 305122
20, 50, 300611
20, 50, 315395
20, 50, 180465
20, 50, 204624
20, 50, 177912
20, 50, 220537
20, 50, 247390
20, 50, 249123
20, 50, 247143
20, 50, 238288
20, 50, 218553
20, 50, 162058
20, 50, 189609
20, 50, 176532
20, 50, 186197
20, 50, 200266
20, 50, 230048
20, 50, 219103
20, 50, 209094
20, 50, 219520
20, 50, 164594
20, 50, 171100
20, 50, 224785
20, 50, 208870
20, 50, 203635
20, 50, 205333
20, 50, 227072
20, 50, 175602
20, 50, 131084
20, 50, 140882
20, 50, 211834
20, 50, 195145
20, 50, 203635
20, 50, 171265
20, 50, 197319
20, 50, 197244
20, 50, 195855
20, 50, 178260
20, 50, 141062
20, 50, 149218
20, 50, 196672
20, 50, 170586
20, 50, 153530
20, 50, 184644
20, 50, 171172
20, 50, 204762
20, 50, 204585
20, 50, 179999
20, 50, 176673
20, 50, 189336
20, 50, 185934
20, 50, 154474
20, 50, 187546
20, 50, 199035
20, 50, 164259
20, 50, 180542
20, 50, 185665
20, 50, 197233
20, 50, 178310
20, 50, 129859
20, 50, 141904
20, 50, 134607
20, 50, 173439
20, 50, 188776
20, 50, 148983
20, 50, 141444
20, 50, 122039
20, 50, 121069
20, 50, 135713
20, 50, 135567
20, 50, 137716
20, 50, 156067
20, 50, 135328
20, 50, 132825
20, 50, 144192
20, 50, 121768
20, 50, 129306
20, 50, 127233
20, 50, 131986
20, 50, 125682
20, 50, 124115
20, 50, 120559
20, 50, 204601
20, 50, 212227
20, 50, 211022
20, 50, 190411
20, 50, 197608
20, 50, 175444
20, 50, 166115
20, 50, 165282
20, 50, 207203
20, 50, 177504
20, 50, 195860
20, 50, 219596
20, 50, 210388
20, 50, 217929
20, 50, 188230
20, 50, 180562
20, 50, 168634
20, 50, 158936
20, 50, 189190
20, 50, 174981
20, 50, 152833
20, 50, 129991
20, 50, 113383
20, 50, 129971
20, 50, 130135
20, 50, 144344
20, 50, 155825
20, 50, 159967
20, 50, 168199
20, 50, 149543
20, 50, 218231
20, 50, 224684
20, 50, 216784
20, 50, 190934
20, 50, 222512
20, 50, 188673
20, 50, 179433
20, 50, 199828
20, 50, 199247
20, 50, 198548
20, 50, 148711
20, 50, 176909
20, 50, 148363
20, 50, 156247
20, 50, 156268
20, 50, 119858
20, 50, 121031
20, 50, 167344
20, 50, 121244
20, 50, 139394
20, 50, 99311
20, 50, 115073
20, 50, 107826
20, 50, 103230
20, 50, 106211
20, 50, 93705
20, 50, 107983
20, 50, 109462
20, 50, 145141
20, 50, 148074
20, 50, 137318
20, 50, 126953
20, 50, 125545
20, 50, 110388
20, 50, 135696
20, 50, 143411
20, 50, 136730
20, 50, 101807
20, 50, 107510
20, 50, 134323
20, 50, 181675
20, 50, 149571
20, 50, 132637
20, 50, 134293
20, 50, 149301
20, 50, 164396
20, 50, 150031
20, 50, 156480
20, 50, 163394
20, 50, 164929
20, 50, 105092
20, 50, 104650
20, 50, 149830
20, 50, 151524
20, 50, 159980
20, 50, 135562
20, 50, 128764
20, 50, 102495
20, 50, 117507
20, 50, 116047
20, 50, 121903
20, 50, 119345
20, 50, 124170
20, 50, 130543
20, 50, 146403
20, 50, 145221
20, 50, 137139
20, 50, 170211
20, 50, 144861
20, 50, 121861
20, 50, 149747
20, 50, 140348
20, 50, 132003
20, 50, 131191
20, 50, 148479
20, 50, 119437
20, 50, 149492
20, 50, 146246
20, 50, 128437
20, 50, 137044
20, 50, 144969
20, 50, 108981
20, 50, 108911
20, 50, 121349
20, 50, 116681
20, 50, 124041
20, 50, 124440
20, 50, 133912
20, 50, 144068
20, 50, 155655
20, 50, 111311
20, 50, 133497
20, 50, 166402
20, 50, 164294
20, 50, 154515
20, 50, 134303
20, 50, 128199
20, 50, 94475
20, 50, 111910
20, 50, 111194
20, 50, 145453
20, 50, 124768
20, 50, 122187
20, 50, 156021
20, 50, 169676
20, 50, 155498
20, 50, 156221
20, 50, 156093
20, 50, 164441
20, 50, 136241
20, 50, 132206
20, 50, 121190
20, 50, 123444
20, 50, 127966
20, 50, 138105
20, 50, 133802
20, 50, 124929
20, 50, 116120
20, 50, 124204
20, 50, 144635
20, 50, 143215
20, 50, 158099
20, 50, 139245
20, 50, 135347
20, 50, 137481
20, 50, 151910
20, 50, 148870
20, 50, 142840
20, 50, 121425
20, 50, 134272
20, 50, 104097
20, 50, 100879
20, 50, 108887
20, 50, 106847
20, 50, 108499
20, 50, 118535
20, 50, 91694
20, 50, 130615
20, 50, 100330
20, 50, 95853
20, 50, 135472
20, 50, 118767
20, 50, 117644
20, 50, 142050
20, 50, 143015
20, 50, 130188
20, 50, 116841
20, 50, 116525
20, 50, 163799
20, 50, 157919
20, 50, 155541
20, 50, 142280
20, 50, 142198
20, 50, 134338
20, 50, 162486
20, 50, 115428
20, 50, 127091
20, 50, 111858
20, 50, 121615
20, 50, 148994
20, 50, 160938
20, 50, 158040
20, 50, 133100
20, 50, 121881
20, 50, 135187
20, 50, 109895
20, 50, 113573
20, 50, 113162
20, 50, 115523
20, 50, 154956
20, 50, 126052
20, 50, 151988
20, 50, 180735
20, 50, 144202
20, 50, 192163
20, 50, 173754
20, 50, 142282
20, 50, 160541
20, 50, 149758
20, 50, 153357
20, 50, 136820
20, 50, 147785
20, 50, 130521
20, 50, 174070
20, 50, 169516
20, 50, 165598
20, 50, 123303
20, 50, 110666
20, 50, 112375
20, 50, 152002
20, 50, 133447
20, 50, 146616
20, 50, 149387
20, 50, 118139
20, 50, 132680
20, 50, 102548
20, 50, 104671
20, 50, 113596
20, 50, 103979
20, 50, 96789
20, 50, 141486
20, 50, 134528
20, 50, 132023
20, 50, 124297
20, 50, 128696
20, 50, 128283
20, 50, 150246
20, 50, 117421
20, 50, 127905
20, 50, 125251
20, 50, 123435
20, 50, 108183
20, 50, 98031
20, 50, 101758
20, 50, 110998
20, 50, 123745
20, 50, 127176
20, 50, 157517
20, 50, 148291
20, 50, 130909
20, 50, 167876
20, 50, 158694
20, 50, 156020
20, 50, 148129
20, 50, 133104
20, 50, 145563
20, 50, 152805
20, 50, 130582
20, 50, 127245
20, 50, 177448
20, 50, 125468
20, 50, 134330
20, 50, 111613
20, 50, 114014
20, 50, 117119
20, 50, 109406
20, 50, 139147
20, 50, 167387
20, 50, 140768
20, 50, 115374
20, 50, 152176
20, 50, 157940
20, 50, 131121
20, 50, 139936
20, 50, 151293
20, 50, 156254
20, 50, 153234
20, 50, 140847
20, 50, 145963
20, 50, 154116
20, 50, 142105
20, 50, 124840
20, 50, 138999
20, 50, 136371
20, 50, 123939
20, 50, 139180
20, 50, 127845
20, 50, 137261
20, 50, 137962
20, 50, 132031
20, 50, 120754
20, 50, 140419
20, 50, 116831
20, 50, 136322
20, 50, 133936
20, 50, 112071
20, 50, 106041
20, 50, 121214
20, 50, 109984
20, 50, 130955
20, 50, 124170
20, 50, 113930
20, 50, 111906
20, 50, 139393
20, 50, 147894
20, 50, 121029
20, 50, 108543
20, 50, 89540
